trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0313412	0.0107
0.0007	0.0333	-0.0503	0.0006736970912698113	-0.00027925268031909274	0.00013264502315156904	1.08151913	84.28012085	0.98404916	0.13857973973702364	0.0266511	0.00451
-0.0008	-0.0702	-0.0109	0.0001012290966156711	-8.203047484373349e-05	7.330382858376184e-05	1.14142549	88.9484787	1.01136327	0.18585156973486527	0.0314278	0.00861
0.0022	0.0205	-0.0327	0.0007766715171374765	-0.00024085543677521747	0.000148352986419518	1.10694182	86.26124573	0.9932124	0.16096582701445228	0.0260988	0.00417
0.0017	-0.0991	0.0053	0.00016929693744344995	-5.235987755982988e-06	0.00012740903539558605	1.12952411	88.02102661	1.00401595	0.2012968989868596	0.0324215	0.00875
0.0012	-0.0058	-0.0261	0.0006667157742618339	-0.000296705972839036	0.00022165681500327985	1.09598935	85.40775299	0.98786841	0.16935683007545657	0.0266486	0.00429
0.0007	-0.0891	-0.0094	0.0001239183768915974	-1.7453292519943296e-05	0.0001884955592153876	1.08886433	84.85251617	0.97708107	0.14326056667386108	0.0313501	0.00813
0.0024	-0.0197	-0.0254	0.0004921828490624009	-0.00019547687622336493	0.00015707963267948963	1.12249315	87.47312164	0.9928991	0.11598519912050614	0.0276364	0.00563
0.0022	-0.0677	0.0058	-1.7453292519943294e-06	-3.490658503988659e-05	0.00014486232791552936	1.13243902	88.2481842	0.99863385	0.11273578871309169	0.0316794	0.00874
0.0047	-0.003	-0.0215	0.00038048177693476387	-0.0003385938748868999	0.00026878070480712676	1.08041799	84.19431305	0.97711398	0.13499163864626845	0.027255	0.00511
0.0047	-0.0335	-0.0183	0.00018500490071139895	-0.00019547687622336493	0.0003682644721708035	1.09766221	85.53810883	1.01129319	0.05560388211252884	0.0293514	0.00608
0.0041	0.0907	-0.0089	0.0003525565089028545	-0.00045902159327450867	0.0003700098014227979	1.18477702	92.32675171	1.0379819	0.15584208272472969	0.0290233	0.00889
0.0058	0.0355	-0.0602	0.0004956735075663896	-0.00040840704496667313	0.00046425758103049166	1.10605168	86.1918869	0.99462854	0.1225989663289532	0.0270268	0.00494
0.0047	0.0382	-0.0115	0.00020943951023931956	-0.00038571776469074686	0.00034208453339088857	1.07943308	84.11756134	0.98113766	0.07405481626212995	0.0287935	0.00737
