trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.071617	0.01404
-0.0043	-0.0888	0.1065	-0.0008447393579652555	0.00032637657012293966	-0.00014660765716752367	0.99569565	95.18597412	0.93050594	0.26548617926278595	0.0654675	0.00903
-0.0002	-0.023	0.0167	2.96705972839036e-05	2.094395102393195e-05	1.9198621771937625e-05	0.9560079	91.391922	0.91120346	0.2269824426643814	0.0704653	0.01244
-0.0084	-0.0872	0.0885	-0.0007644542123735164	0.0003438298626428829	-0.0001308996938995747	0.9241479	88.34619141	0.89644392	0.20755545184739413	0.0657541	0.00996
-0.0029	-0.004	0.0094	0.00013962634015954637	-4.363323129985824e-05	6.283185307179586e-05	0.94553351	90.39060211	0.9054743	0.24206375967235877	0.0701123	0.01243
-0.0084	-0.0819	0.1075	-0.0008203047484373349	0.00023212879051524583	-9.42477796076938e-05	0.98595762	94.25504303	0.91763919	0.25113863715457374	0.0654954	0.00909
-0.0015	0.0014	0.0299	0.00017976891295541595	-1.3962634015954635e-05	6.632251157578452e-05	0.96695995	92.43891144	0.90900281	0.23813676885537147	0.0695981	0.01175
-0.0042	-0.0819	0.1335	-0.000879645943005142	0.0002181661564992912	-0.00011519173063162575	0.98717016	94.37095642	0.91861121	0.26325289443416067	0.0641186	0.00827
-0.0028	-0.0067	0.0482	-2.094395102393195e-05	-1.7453292519943296e-05	1.9198621771937625e-05	0.92678154	88.59796143	0.89408009	0.2233355896702004	0.0679331	0.0113
-0.0081	-0.097	0.1081	-0.000804596785169386	0.0003385938748868999	-8.203047484373349e-05	0.9335947	89.24928284	0.89899493	0.2175464549083984	0.0647857	0.00909
-0.005	0.0072	0.0434	8.552113334772214e-05	-2.6179938779914945e-05	1.9198621771937625e-05	1.00182259	95.77169037	0.93272264	0.2398060414399797	0.0678807	0.01185
-0.014	-0.099	0.0604	0.0002617993877991494	0.0002181661564992912	-0.00014137166941154068	0.99447799	95.06956482	0.95019348	0.16125973204570557	0.0632546	0.00768
-0.0227	0.084	-0.154	0.0070965087386089445	-0.0013700834628155487	-0.00013788101090755203	2.25127554	215.21621704	1.65103691	0.827422481431431	0.0971779	0.0277
-0.0447	-0.213	0.1225	0.004970697709679851	-0.000900589894029074	1.7453292519943296e-05	2.47007203	236.13259888	1.84270497	0.733031945057153	0.0426929	0.00233
-0.0393	-0.1303	0.0534	0.006419320988835145	-0.001059414855960558	0.00041713369122664475	1.09951949	105.11126709	0.99755979	0.25755643198967393	0.042572	0.00056
-0.0411	-0.0966	0.1259	0.006269222673163632	-0.0009773843811168245	0.0002530727415391778	0.91891205	87.84565735	0.89002633	0.12780948701013564	0.0358593	0.00027
-0.0386	-0.0678	0.0686	0.006834709350809794	-0.0012618730491919003	0.0003961897402027128	0.83764601	80.076828	0.85935682	0.13825461721923865	0.0414872	0.00044
-0.0371	-0.0783	0.1582	0.006044075199656362	-0.001181587903600161	0.0002722713633111154	0.90309775	86.33384705	0.87836837	0.15134188368183843	0.0345888	0.00024
-0.038	-0.0586	0.0913	0.006646213791594407	-0.0012688543661998775	0.0003961897402027128	0.86820501	82.99819183	0.85943312	0.12816617157146795	0.0400621	0.00038
-0.0404	-0.1046	0.1497	0.006028367236388414	-0.0011484266478122688	0.000317649923862968	0.83359611	79.68966675	0.85439319	0.14764070449666733	0.0339869	0.00021
-0.0406	-0.059	0.0695	0.0067928214487619305	-0.001335176877775662	0.0004415683007545654	0.87279928	83.43739319	0.86743269	0.17975614096142536	0.0405569	0.00042
-0.0462	-0.1184	0.1524	0.005921902152016759	-0.0011065387457644049	0.0002705260340591211	0.9153766	87.50767517	0.88694572	0.21142998477259364	0.0321287	0.0002
-0.0446	-0.073	0.0814	0.006665412413366345	-0.0013735741213195373	0.0003961897402027128	0.86264443	82.46661377	0.8654459	0.17481046715241555	0.0381589	0.00029
-0.0421	-0.1258	0.1679	0.006021385919380436	-0.0011205013797803594	0.00028623399732707005	0.89357084	85.42310333	0.87531932	0.19215274892003648	0.0318391	0.00019
-0.0327	-0.0886	0.061	0.006813765399785863	-0.0013107422682477415	0.0006108652381980154	0.98830104	94.47906494	0.90513065	0.21886258048718768	0.0415747	0.00046
-0.0371	-0.0952	0.1072	0.006674139059626316	-0.0012897983172238095	0.00047123889803846896	0.82924455	79.27367401	0.85203388	0.07220983156715126	0.0363778	0.00029
-0.0404	-0.1573	0.0881	0.0065327673902147755	-0.0010803588069844899	0.00046425758103049166	0.93273735	89.16732025	0.89985676	0.10238962483294187	0.0384158	0.00042
-0.0414	-0.0712	0.1193	0.006504842122182866	-0.0012130038301360591	0.0003700098014227979	0.98158258	93.83679962	0.92940416	0.13104090353955866	0.0352961	0.00028
-0.04	-0.0802	0.0576	0.007103490055616921	-0.001324704902263696	0.000466002910282486	0.88360667	84.47055054	0.87826886	0.112417105721069	0.0404117	0.00046
-0.0432	-0.1005	0.1375	0.00637743308678728	-0.0011885692206081383	0.00028623399732707005	0.91121477	87.1098175	0.88530331	0.15549807817203076	0.0331981	0.00021
-0.0405	-0.0563	0.0777	0.007197737835224614	-0.001450368608407288	0.00037524578917878077	0.85737419	81.96279144	0.86397448	0.1652557964044098	0.0397265	0.00034
-0.043	-0.1469	0.1662	0.0063058745874555126	-0.0012740903539558604	0.00023212879051524583	0.93029356	88.93370056	0.89115423	0.2421629250442032	0.0316908	0.00013
-0.0425	-0.061	0.1069	0.006974335690969341	-0.0015481070465189703	0.0003316125578789226	0.88923782	85.00887299	0.87417839	0.19779807817203077	0.0371937	0.00026
-0.0464	-0.1514	0.1253	0.0065327673902147755	-0.001420698011123384	0.00029845130209103034	0.86172378	82.37860107	0.86914608	0.14280692959690217	0.0346307	0.00021
-0.0466	-0.064	0.1141	0.007010987605261222	-0.0016039575825827887	0.00032812189937493397	0.89088213	85.16606903	0.8799086	0.1333575191894877	0.0351034	0.00023
-0.0499	-0.1657	0.1317	0.00620813614934383	-0.0010122909661567112	0.00013439035240356338	0.92219424	88.15942383	0.89302323	0.202012480965742	0.0348788	0.00023
-0.0454	-0.1042	0.136	0.006328563867731438	-0.0010943214410004448	9.075712110370512e-05	0.92846489	88.75888062	0.8889346	0.08260457122655995	0.0351765	0.00026
-0.0412	-0.1123	0.0942	0.006848671984825749	-0.0014364059743913332	0.00028274333882308137	0.89339811	85.40658569	0.86858789	0.10680894341022883	0.0375096	0.00024
-0.0458	-0.1337	0.1533	0.0064280476350951155	-0.0013264502315156904	0.0002199114857512855	0.85662919	81.89157104	0.86175363	0.11477059728390364	0.0322141	0.00014
-0.0479	-0.0796	0.0757	0.007103490055616921	-0.0015655603390389136	0.00031415926535897925	0.87981874	84.10843658	0.87411237	0.18424001538263607	0.0385316	0.00028
-0.0486	-0.1117	0.1613	0.006419320988835145	-0.001324704902263696	0.00017104226669544429	0.88099617	84.22099304	0.86642628	0.1718070751110264	0.0307267	0.00014
-0.0468	-0.1434	0.1374	0.006436774281355088	-0.0011623892818282235	0.0001972222054753592	0.83882385	80.18943024	0.858294	0.06769744258676652	0.0329801	0.00018
-0.0436	-0.0692	0.1133	0.006990043654237291	-0.001473057888683214	0.000312413936106985	0.84506536	80.78610229	0.86156916	0.15045648551844096	0.0359079	0.00021
-0.0476	-0.1611	0.1405	0.006438519610607082	-0.0012723450247038664	0.0002129301687433082	0.88001794	84.12747955	0.87485719	0.16568603374866167	0.033323	0.00016
-0.0458	-0.0617	0.1467	0.007169812567192705	-0.001377064779823526	4.0142572795869576e-05	0.92859536	88.77135468	0.9015803	0.15784001538263603	0.0323772	0.0002
-0.0467	-0.1572	0.1438	0.006881833240613641	-0.0012077678423800758	0.00010995574287564276	0.96048754	91.82016754	0.90820139	0.12565447170511435	0.0320904	0.00017
-0.0474	-0.0585	0.1374	0.007286749627076325	-0.001429424657383356	7.504915783575618e-05	0.94912094	90.73355103	0.90194362	0.13887398932529255	0.0328251	0.00019
-0.0425	-0.1602	0.1364	0.007023204910025181	-0.0010070549784007281	0.00014311699866353502	1.00029778	95.62592316	0.91924512	0.14529911184307756	0.0330089	0.0002
