trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0489359	0.0168
-0.004	0.0383	0.016	0.00023387411976724014	-0.0005009094953223725	-0.00015533430342749534	0.9266575	68.77285767	0.92457667	0.1028058959258554	0.0459467	0.01249
-0.0117	-0.0848	0.0094	0.0003717551306747922	-0.0006632251157578452	6.283185307179586e-05	1.06921184	79.35267639	0.98981157	0.16331813939211576	0.0453213	0.00987
-0.0218	0.0448	0.0296	0.0008150687606813518	-0.0010070549784007281	-4.537856055185256e-05	1.0920788	81.04977417	1.00545245	0.20466769531365453	0.0419779	0.00716
-0.0369	-0.0677	0.0544	0.0006510078109938849	-0.0009721483933608416	-0.00020943951023931956	1.08633912	80.62379456	0.99687621	0.170551424220741	0.0375354	0.00435
-0.0354	0.0241	0.0201	0.0009773843811168245	-0.0011100294042683937	-0.0002495820830351891	1.00841963	74.84091949	0.95522365	0.15282000769131804	0.0409231	0.00581
-0.0232	0.0664	0.0302	0.0014119713648634124	-0.0008813912722571365	-0.0005078908123303499	1.018852	75.61516571	0.98463352	0.11067669225265032	0.0435635	0.00833
-0.0315	-0.0357	0.0283	0.0013631021458075715	-0.0007155849933176752	-0.0006876597252857658	1.13729739	84.40572357	1.0554957	0.1320222205475359	0.042635	0.00737
-0.0359	0.0051	0.0057	0.00152367243699105	-0.0012112585008840647	-0.0005096361415823442	0.96308786	71.47657776	0.94982476	0.10951336912266448	0.0417998	0.00624
-0.0348	-0.0255	0.0259	0.0017558012275062952	-0.001556833692778942	-0.00047123889803846896	0.92322552	68.51815033	0.92126848	0.0827050612976999	0.0379425	0.00395
-0.0415	-0.0827	-0.0065	0.001933824811209717	-0.001626646862858715	-0.00029496064358704166	1.03962708	77.15701294	0.98799026	0.11750575041173111	0.0418839	0.00591
-0.04	-0.0333	0.0147	0.0020001473227855013	-0.0016004669240788003	-0.00034906585039886593	1.11414182	82.68720245	1.03824934	0.07943038285837614	0.0402495	0.00457
-0.041	-0.0447	0.017	0.0017959438003021652	-0.0014782938764391971	-0.00014137166941154068	0.943133	69.99560547	0.93313135	0.041403537555513216	0.0386744	0.00416
-0.041	0.0264	0.0394	0.001954768762233649	-0.0017976891295541592	-3.490658503988659e-05	0.97797155	72.58118439	0.95506729	0.122734264970905	0.0353242	0.00265
-0.0362	0.005	0.0219	0.0017941984710501708	-0.0017174039839624202	0.00023561944901923448	0.91679209	68.04068756	0.92015074	0.06926907354171691	0.0371	0.00385
-0.0421	0.1013	0.0838	0.002331759880664424	-0.002176425577236929	0.0001012290966156711	1.06457865	79.00881958	1.0047282	0.22064866776461625	0.0305271	0.0016
-0.0622	-0.0515	0.0462	0.002171189589480946	-0.002281145332356589	-3.4906585039886588e-06	1.19971991	89.03847504	1.05377637	0.22900049007113987	0.0314019	0.00152
-0.064	0.0411	0.0518	0.0024033183799961914	-0.0026389378290154262	-5.235987755982988e-06	1.07527101	79.80236816	0.97844821	0.12958333082130383	0.0309433	0.00114
-0.0787	-0.054	0.0566	0.0020106192982974674	-0.002701769682087222	-0.00017627825445142725	1.04551661	77.59411621	0.96601391	0.1459286600732982	0.0301336	0.00093
-0.0838	-0.0384	0.0437	0.0018971728969178364	-0.002778564169174973	-0.0002530727415391778	0.92251188	68.46518707	0.91318335	0.04695176877775662	0.0305843	0.00102
-0.0867	0.0138	0.0571	0.0019582594207376374	-0.00294262511886244	-0.00027576202181510406	0.9063862	67.2684021	0.91149457	0.0808918376891597	0.029006	0.00084
-0.0862	-0.0952	0.0175	0.0014695672301792255	-0.0024853488548399255	-0.0002600540585471551	1.0371598	76.97389984	0.97425771	0.19718382089244377	0.0348824	0.00272
-0.0837	0.0554	0.0347	0.0019303341527057286	-0.002981022362406315	-0.0002181661564992912	1.09353817	81.15808105	1.00477376	0.22021641660703783	0.0327665	0.00169
-0.0921	-0.033	0.0618	0.001520181778487061	-0.0030159289474462015	-0.0002600540585471551	1.06613517	79.12433624	0.97692562	0.14824734306532092	0.0295138	0.00093
